LSOA11CD,LAD11NM,PTAL Score,lsoademographics_White,lsoademographics_Mixed/multiple ethnic groups,lsoademographics_Asian/Asian British,lsoademographics_Black/African/Caribbean/Black British,lsoademographics_Other ethnic group,lsoademographics_BAME,lsoademographics_White (%),lsoademographics_Mixed/multiple ethnic groups (%),lsoademographics_Asian/Asian British (%),lsoademographics_Black/African/Caribbean/Black British (%),lsoademographics_Other ethnic group (%),lsoademographics_BAME (%),lsoademographics_United Kingdom,lsoademographics_Not United Kingdom,lsoademographics_% United Kingdom,lsoademographics_% Not United Kingdom,lsoademographics_Households with at least one person aged 16 or over with English as a main language,lsoademographics_Households where no people aged 16 or over have English as a main language,lsoademographics_% of households with at least one person aged 16 or over with English as a main language,lsoademographics_% of households where no people aged 16 or over have English as a main language,lsoademographics_Christian,lsoademographics_Buddhist,lsoademographics_Hindu,lsoademographics_Jewish,lsoademographics_Muslim,lsoademographics_Sikh,lsoademographics_Other religion,lsoademographics_No religion,lsoademographics_Religion not stated,lsoademographics_Christian (%),lsoademographics_Buddhist (%),lsoademographics_Hindu (%),lsoademographics_Jewish (%),lsoademographics_Muslim (%),lsoademographics_Sikh (%),lsoademographics_Other religion (%),lsoademographics_No religion (%),lsoademographics_Religion not stated (%),IMD only_LSOA name (2011),IMD only_Index of Multiple Deprivation (IMD) Score,IMD only_Income Score (rate),IMD only_Employment Score (rate),"IMD only_Education, Skills and Training Score",IMD only_Health Deprivation and Disability Score,IMD only_Crime Score,IMD only_Barriers to Housing and Services Score,IMD only_Living Environment Score,lsoahouseprices_House Prices;Median Price;2014,Mean and Median Incomes_2012/13mean,Mean and Median Incomes_2012/13median,lsoaages_All Ages,lsoaages_0-15,lsoaages_16-29,lsoaages_30-44,lsoaages_45-64,lsoaages_65+,lsoaages_Working-age
E01003649,Redbridge,3.43863,611,40,811,110,61,1022,37.4,2.4,49.7,6.7,3.7,62.6,1030,603,63.1,36.9,447,74,85.8,14.2,437,15,342,176,321,116,8,106,112,26.8,0.9,20.9,10.8,19.7,7.1,0.5,6.5,6.9,Redbridge 012C,9,0.1,0,4.9,-0.9,-0.5,24.4,15.4,435000,51920,41720,1633,334,316,339,418,226,1073
E01003650,Redbridge,6.182,693,36,627,115,42,820,45.8,2.4,41.4,7.6,2.8,54.2,960,553,63.5,36.5,483,97,83.3,16.7,551,7,198,163,248,111,10,137,88,36.4,0.5,13.1,10.8,16.4,7.3,0.7,9.1,5.8,Redbridge 015B,16.2,0.1,0.1,6.8,-0.3,0.1,23.4,20.1,250000,46170,37460,1513,319,239,304,361,290,904
E01003651,Redbridge,10.8085,452,42,852,76,49,1019,30.7,2.9,57.9,5.2,3.3,69.3,874,597,59.4,40.6,401,65,86.1,13.9,268,17,393,197,308,117,8,60,103,18.2,1.2,26.7,13.4,20.9,8,0.5,4.1,7,Redbridge 012D,11.3,0.1,0,2.9,-1.1,0.4,27.2,22,454250,50660,40810,1471,272,305,260,415,219,980
E01003652,Redbridge,7.6987,545,69,801,73,61,1004,35.2,4.5,51.7,4.7,3.9,64.8,991,558,64,36,401,81,83.2,16.8,393,14,271,150,413,92,16,90,110,25.4,0.9,17.5,9.7,26.7,5.9,1,5.8,7.1,Redbridge 015C,8.1,0.1,0.1,4.6,-1.4,-0.1,19.1,18.3,392000,51640,41520,1549,353,322,305,383,186,1010
E01003653,Redbridge,13.6713,433,79,823,99,37,1038,29.4,5.4,55.9,6.7,2.5,70.6,714,757,48.5,51.5,381,135,73.8,26.2,362,23,315,88,363,74,14,135,97,24.6,1.6,21.4,6,24.7,5,1,9.2,6.6,Redbridge 015D,14.4,0.1,0.1,7.1,-1.3,0.7,26.8,26.5,248750,46970,38070,1471,334,305,356,308,168,969
E01003654,Redbridge,9.13834,1025,89,276,137,36,538,65.6,5.7,17.7,8.8,2.3,34.4,1178,385,75.4,24.6,558,45,92.5,7.5,924,15,74,8,136,8,4,293,101,59.1,1,4.7,0.5,8.7,0.5,0.3,18.7,6.5,Redbridge 004A,18.3,0.1,0.1,11,-0.3,0.6,23.7,23.9,400000,49550,39990,1563,338,275,374,366,210,1015
E01003655,Redbridge,11.1364,1164,75,211,55,5,346,77.1,5,14,3.6,0.3,22.9,1154,356,76.4,23.6,590,52,91.9,8.1,930,13,56,34,83,10,5,306,73,61.6,0.9,3.7,2.3,5.5,0.7,0.3,20.3,4.8,Redbridge 004B,10.1,0.1,0,5.6,-1,0.6,18.6,21.1,372170,52150,41890,1510,267,245,403,383,212,1031
E01003656,Redbridge,3.11463,1112,81,176,106,14,377,74.7,5.4,11.8,7.1,0.9,25.3,1213,276,81.5,18.5,604,39,93.9,6.1,893,7,35,34,116,7,5,285,107,60,0.5,2.4,2.3,7.8,0.5,0.3,19.1,7.2,Redbridge 005A,28,0.2,0.1,26,-0.2,0.8,36.3,24.2,297500,44260,35990,1489,272,292,310,359,256,961
E01003657,Redbridge,2.73934,1602,106,230,132,19,487,76.7,5.1,11,6.3,0.9,23.3,1700,389,81.4,18.6,813,57,93.4,6.6,1296,4,75,96,117,14,10,310,167,62,0.2,3.6,4.6,5.6,0.7,0.5,14.8,8,Redbridge 005B,12.3,0.1,0.1,13.9,-1.3,0.3,23.4,17.6,292500,47860,38730,2089,401,347,454,572,315,1373
E01003658,Redbridge,8.55628,981,96,298,225,49,668,59.5,5.8,18.1,13.6,3,40.5,1154,495,70,30,587,112,84,16,898,16,55,30,231,11,2,312,94,54.5,1,3.3,1.8,14,0.7,0.1,18.9,5.7,Redbridge 004C,22.8,0.2,0.1,20.5,-0.2,0.3,26.7,17.6,380000,44920,36500,1649,376,287,390,407,189,1084
E01003659,Redbridge,2.69963,1080,103,283,148,26,560,65.9,6.3,17.3,9,1.6,34.1,1275,365,77.7,22.3,582,56,91.2,8.8,938,6,76,20,154,15,3,305,123,57.2,0.4,4.6,1.2,9.4,0.9,0.2,18.6,7.5,Redbridge 005C,10.7,0.1,0.1,9.9,-0.8,0,21.1,26,331000,49540,39990,1640,357,293,384,417,189,1094
E01003660,Redbridge,2.5003,1416,69,154,67,12,302,82.4,4,9,3.9,0.7,17.6,1462,256,85.1,14.9,630,33,95,5,1035,11,41,33,57,12,6,372,151,60.2,0.6,2.4,1.9,3.3,0.7,0.3,21.7,8.8,Redbridge 004D,6.7,0,0,10.3,-1.4,-0.5,25.7,18.7,361500,52400,42070,1718,324,315,401,489,189,1205
E01003661,Redbridge,10.5653,823,61,723,294,34,1112,42.5,3.2,37.4,15.2,1.8,57.5,1343,592,69.4,30.6,565,86,86.8,13.2,907,1,186,9,404,104,10,194,120,46.9,0.1,9.6,0.5,20.9,5.4,0.5,10,6.2,Redbridge 019A,18,0.1,0.1,9.5,0.1,0.3,20.2,19.8,275000,46390,37630,1935,413,412,399,466,245,1277
E01003662,Redbridge,14.3803,747,118,626,331,37,1112,40.2,6.3,33.7,17.8,2,59.8,1204,655,64.8,35.2,626,115,84.5,15.5,832,12,163,15,350,73,13,262,139,44.8,0.6,8.8,0.8,18.8,3.9,0.7,14.1,7.5,Redbridge 019B,18.1,0.1,0.1,10.3,-0.3,0.4,26.5,26,235000,42570,34660,1859,437,404,471,371,176,1246
E01003663,Redbridge,5.48835,999,81,489,221,32,823,54.8,4.4,26.8,12.1,1.8,45.2,1311,511,72,28,606,56,91.5,8.5,950,8,106,48,302,109,9,177,113,52.1,0.4,5.8,2.6,16.6,6,0.5,9.7,6.2,Redbridge 019C,15.1,0.1,0.1,12.1,-0.6,0,24.4,20.7,288000,43580,35460,1822,400,273,322,411,416,1006
E01003664,Redbridge,1.53675,849,74,496,309,48,927,47.8,4.2,27.9,17.4,2.7,52.2,1362,414,76.7,23.3,528,47,91.8,8.2,898,1,108,23,339,106,4,187,110,50.6,0.1,6.1,1.3,19.1,6,0.2,10.5,6.2,Redbridge 019D,15.7,0.1,0.1,10.1,-0.8,-0.5,23.6,25,297500,46960,38060,1776,470,348,358,432,168,1138
E01003665,Redbridge,3.62429,734,92,542,234,46,914,44.5,5.6,32.9,14.2,2.8,55.5,1182,466,71.7,28.3,468,61,88.5,11.5,810,2,117,9,362,88,9,151,100,49.2,0.1,7.1,0.5,22,5.3,0.5,9.2,6.1,Redbridge 019E,11.9,0.1,0.1,13.2,-0.8,-0.2,19.7,22.8,279995,47230,38260,1648,434,308,349,383,174,1040
E01003666,Redbridge,4.47327,869,168,669,451,41,1329,39.5,7.6,30.4,20.5,1.9,60.5,1437,761,65.4,34.6,786,149,84.1,15.9,1030,10,209,15,382,112,15,275,150,46.9,0.5,9.5,0.7,17.4,5.1,0.7,12.5,6.8,Redbridge 019F,20.3,0.2,0.1,11.3,-0.5,-0.3,30.2,26.6,176000,43960,35750,2198,610,455,633,391,109,1479
E01003675,Redbridge,11.5031,411,44,1076,52,36,1208,25.4,2.7,66.5,3.2,2.2,74.6,897,722,55.4,44.6,394,96,80.4,19.6,304,7,343,133,521,127,3,84,97,18.8,0.4,21.2,8.2,32.2,7.8,0.2,5.2,6,Redbridge 036A,14.7,0.1,0,4,-1.1,1.1,23.5,31,275000,50080,40380,1619,370,313,333,364,239,1010
E01003676,Redbridge,10.1765,364,44,1167,86,29,1326,21.5,2.6,69.1,5.1,1.7,78.5,1006,684,59.5,40.5,404,91,81.6,18.4,309,6,338,89,512,232,24,76,104,18.3,0.4,20,5.3,30.3,13.7,1.4,4.5,6.2,Redbridge 036B,10.3,0.1,0.1,4.4,-0.8,0,20,21.9,437500,52640,42240,1690,383,348,337,403,219,1088
E01003677,Redbridge,5.01901,493,32,907,62,53,1054,31.9,2.1,58.6,4,3.4,68.1,981,566,63.4,36.6,438,56,88.7,11.3,320,11,273,154,472,121,16,85,95,20.7,0.7,17.6,10,30.5,7.8,1,5.5,6.1,Redbridge 036C,9.4,0.1,0,6,-1,-0.2,26.9,21.1,415000,51150,41160,1547,308,285,264,387,303,936
E01003678,Redbridge,3.19564,481,58,930,95,41,1124,30,3.6,57.9,5.9,2.6,70,1002,603,62.4,37.6,419,60,87.5,12.5,307,13,386,188,379,123,2,102,105,19.1,0.8,24,11.7,23.6,7.7,0.1,6.4,6.5,Redbridge 036D,9.7,0.1,0,3.5,-1.2,0.2,26.5,18.3,325000,54370,43470,1605,369,316,309,407,204,1032
E01003679,Redbridge,3.11889,525,27,981,59,29,1096,32.4,1.7,60.5,3.6,1.8,67.6,1039,582,64.1,35.9,435,58,88.2,11.8,306,3,361,201,351,206,5,78,110,18.9,0.2,22.3,12.4,21.7,12.7,0.3,4.8,6.8,Redbridge 036E,9,0.1,0,5.7,-1,0,21.4,22.1,419000,51900,41700,1621,307,339,308,439,228,1086
E01003680,Redbridge,2.55314,490,40,964,81,44,1129,30.3,2.5,59.5,5,2.7,69.7,1038,581,64.1,35.9,406,69,85.5,14.5,329,32,448,166,248,199,8,89,100,20.3,2,27.7,10.3,15.3,12.3,0.5,5.5,6.2,Redbridge 036F,7.7,0.1,0,9,-1.5,-0.3,20.6,16.7,415000,51370,41320,1619,384,306,314,428,187,1048
E01003681,Redbridge,4.16421,697,44,940,114,49,1147,37.8,2.4,51,6.2,2.7,62.2,1161,683,63,37,576,107,84.3,15.7,490,5,355,203,399,115,2,138,137,26.6,0.3,19.3,11,21.6,6.2,0.1,7.5,7.4,Redbridge 036G,15.8,0.1,0.1,8.1,-0.9,0.2,32.1,23.1,285000,46740,37890,1844,385,354,357,423,325,1134
E01003682,Redbridge,2.94155,378,49,1131,77,61,1318,22.3,2.9,66.7,4.5,3.6,77.7,983,713,58,42,402,91,81.5,18.5,372,4,340,82,521,199,13,66,99,21.9,0.2,20,4.8,30.7,11.7,0.8,3.9,5.8,Redbridge 036H,8.3,0.1,0,4.7,-1.8,0.3,20.1,19.7,377250,52190,41920,1696,394,330,324,454,194,1108
E01003683,Redbridge,3.94166,383,61,1420,218,62,1761,17.9,2.8,66.2,10.2,2.9,82.1,973,1171,45.4,54.6,375,201,65.1,34.9,479,4,288,3,945,195,21,106,103,22.3,0.2,13.4,0.1,44.1,9.1,1,4.9,4.8,Redbridge 030A,20.2,0.2,0.1,19.6,-0.9,0,29.9,28.6,272000,37660,30650,2144,664,467,499,356,158,1322
E01003684,Redbridge,3.71843,325,42,1130,207,76,1455,18.3,2.4,63.5,11.6,4.3,81.7,891,889,50.1,49.9,331,165,66.7,33.3,417,7,272,6,715,180,10,64,109,23.4,0.4,15.3,0.3,40.2,10.1,0.6,3.6,6.1,Redbridge 030B,18.4,0.2,0.1,15.1,-0.8,-0.2,27.7,24.2,270000,38970,31750,1780,536,377,390,338,139,1105
E01003685,Redbridge,5.96544,237,39,1300,179,67,1585,13,2.1,71.4,9.8,3.7,87,786,1036,43.1,56.9,332,176,65.4,34.6,263,1,265,1,853,270,9,59,101,14.4,0.1,14.5,0.1,46.8,14.8,0.5,3.2,5.5,Redbridge 030C,20.9,0.2,0.1,14.2,-0.6,0.4,31.9,25.6,251250,37530,30540,1822,462,490,385,345,140,1220
E01003686,Redbridge,10.4412,234,65,1334,219,100,1718,12,3.3,68.3,11.2,5.1,88,966,986,49.5,50.5,370,163,69.4,30.6,372,4,213,2,951,251,2,80,77,19.1,0.2,10.9,0.1,48.7,12.9,0.1,4.1,3.9,Redbridge 030D,26.4,0.2,0.1,19.8,-0.7,1.1,32.3,35.8,240000,38900,31680,1952,535,489,406,363,159,1258
E01003688,Redbridge,8.52361,217,53,1307,172,55,1587,12,2.9,72.5,9.5,3,88,806,998,44.7,55.3,394,138,74.1,25.9,292,7,230,9,921,168,13,81,83,16.2,0.4,12.7,0.5,51.1,9.3,0.7,4.5,4.6,Redbridge 030F,25.3,0.2,0.1,22.3,-0.4,0.5,39.3,25,190000,38810,31610,1804,432,458,433,326,155,1217
E01003689,Redbridge,29.5026,236,69,1058,145,72,1344,14.9,4.4,67,9.2,4.6,85.1,709,871,44.9,55.1,348,160,68.5,31.5,294,13,243,3,748,150,8,39,82,18.6,0.8,15.4,0.2,47.3,9.5,0.5,2.5,5.2,Redbridge 030G,31.3,0.2,0.1,15.8,0.2,1.6,34.7,36,195000,36490,29660,1580,396,363,340,299,182,1002
E01003690,Redbridge,12.4863,622,51,904,91,43,1089,36.4,3,52.8,5.3,2.5,63.6,944,767,55.2,44.8,489,119,80.4,19.6,417,27,288,198,447,113,7,104,110,24.4,1.6,16.8,11.6,26.1,6.6,0.4,6.1,6.4,Redbridge 035A,18.6,0.1,0,7.6,-0.7,1.3,29,29,365000,46290,37550,1711,282,449,368,291,321,1108
E01003691,Redbridge,2.06048,267,56,886,186,39,1167,18.6,3.9,61.8,13,2.7,81.4,782,652,54.5,45.5,331,82,80.1,19.9,318,3,108,10,695,98,10,93,99,22.2,0.2,7.5,0.7,48.5,6.8,0.7,6.5,6.9,Redbridge 035B,13.6,0.1,0.1,7.7,-0.5,0,23.2,23.2,355000,46540,37740,1434,352,349,307,298,128,954
E01003692,Redbridge,17.2519,434,44,941,136,37,1158,27.3,2.8,59.1,8.5,2.3,72.7,880,712,55.3,44.7,402,99,80.2,19.8,367,4,218,76,597,104,13,128,85,23.1,0.3,13.7,4.8,37.5,6.5,0.8,8,5.3,Redbridge 035C,14.6,0.1,0.1,6.6,-1.1,0.2,23.8,24.7,386000,49170,39710,1592,371,346,346,336,193,1028
E01003693,Redbridge,5.21931,334,52,968,123,64,1207,21.7,3.4,62.8,8,4.2,78.3,884,657,57.4,42.6,367,64,85.2,14.8,338,7,157,61,639,180,3,53,103,21.9,0.5,10.2,4,41.5,11.7,0.2,3.4,6.7,Redbridge 035D,14.2,0.1,0.1,9.9,-0.9,0.5,22.6,22.1,499000,52120,41860,1541,302,347,296,409,187,1052
E01003694,Redbridge,11.0764,323,28,1009,96,6,1139,22.1,1.9,69,6.6,0.4,77.9,847,615,57.9,42.1,378,70,84.4,15.6,297,6,205,46,555,183,12,80,78,20.3,0.4,14,3.1,38,12.5,0.8,5.5,5.3,Redbridge 035E,16.2,0.1,0.1,7.9,-1.3,0.7,23.6,27.2,380000,48460,39190,1462,278,315,298,351,220,964
E01003695,Redbridge,10.6365,330,48,924,150,81,1203,21.5,3.1,60.3,9.8,5.3,78.5,778,755,50.8,49.2,407,127,76.2,23.8,335,12,195,35,530,191,25,117,93,21.9,0.8,12.7,2.3,34.6,12.5,1.6,7.6,6.1,Redbridge 035F,22.9,0.2,0.1,7,-0.3,0.2,30.4,32.6,174000,44550,36220,1533,308,327,404,326,168,1057
E01003696,Redbridge,12.7752,506,44,1108,143,76,1371,27,2.3,59,7.6,4,73,1052,825,56,44,509,84,85.8,14.2,456,15,200,138,580,162,9,193,124,24.3,0.8,10.7,7.4,30.9,8.6,0.5,10.3,6.6,Redbridge 035G,11.5,0.1,0,3.7,-1.2,-0.3,27.6,18.5,365000,47460,38430,1877,369,532,401,326,249,1259
E01003697,Redbridge,10.8525,328,61,1085,110,46,1302,20.1,3.7,66.6,6.7,2.8,79.9,926,704,56.8,43.2,402,90,81.7,18.3,325,14,244,48,632,168,8,81,110,19.9,0.9,15,2.9,38.8,10.3,0.5,5,6.7,Redbridge 035H,17.9,0.1,0.1,5.5,-1.1,0.7,33.4,33.3,360000,49780,40160,1630,361,360,363,369,177,1092
E01003698,Redbridge,5.6394,998,41,262,67,17,387,72.1,3,18.9,4.8,1.2,27.9,1087,298,78.5,21.5,475,44,91.5,8.5,698,7,106,105,119,21,9,204,116,50.4,0.5,7.7,7.6,8.6,1.5,0.6,14.7,8.4,Redbridge 006A,14.5,0.1,0.1,18.2,-0.8,0.5,18.8,32,320000,48770,39410,1385,280,251,269,398,187,918
E01003699,Redbridge,5.7749,1038,47,216,92,22,377,73.4,3.3,15.3,6.5,1.6,26.6,1133,282,80.1,19.9,548,46,92.3,7.7,768,7,51,87,115,21,0,266,100,54.3,0.5,3.6,6.1,8.1,1.5,0,18.8,7.1,Redbridge 006B,13.9,0.1,0.1,20.9,-0.6,0.2,28.3,14.6,291000,47670,38590,1415,270,245,337,346,217,928
E01003700,Redbridge,8.81077,1346,75,607,155,57,894,60.1,3.3,27.1,6.9,2.5,39.9,1688,552,75.4,24.6,774,75,91.2,8.8,938,15,191,243,276,113,7,288,169,41.9,0.7,8.5,10.8,12.3,5,0.3,12.9,7.5,Redbridge 006C,18.1,0.1,0.1,18.5,-0.5,0.3,22.1,28.6,313600,45350,36830,2240,460,453,464,560,303,1477
E01003701,Redbridge,14.1653,878,55,685,125,45,910,49.1,3.1,38.3,7,2.5,50.9,1162,626,65,35,507,119,81,19,761,27,324,123,220,48,4,193,88,42.6,1.5,18.1,6.9,12.3,2.7,0.2,10.8,4.9,Redbridge 006D,16.4,0.1,0.1,13.3,-0.7,0.9,23.4,29.4,367500,45750,37140,1788,404,352,376,415,241,1143
E01003702,Redbridge,7.6979,1159,39,273,119,30,461,71.5,2.4,16.9,7.3,1.9,28.5,1175,445,72.5,27.5,665,79,89.4,10.6,828,12,101,148,114,23,11,277,106,51.1,0.7,6.2,9.1,7,1.4,0.7,17.1,6.5,Redbridge 006E,16.7,0.1,0.1,14.6,-0.5,0.4,27.3,24.7,235000,44700,36330,1620,303,280,431,394,212,1105
E01003703,Redbridge,1.67227,1689,123,479,166,44,812,67.5,4.9,19.2,6.6,1.8,32.5,1953,548,78.1,21.9,878,90,90.7,9.3,1217,14,131,252,240,94,3,360,190,48.7,0.6,5.2,10.1,9.6,3.8,0.1,14.4,7.6,Redbridge 006F,14.5,0.1,0.1,14.2,-1.4,-0.1,36.4,13.9,436000,50950,41020,2501,551,411,608,671,260,1690
E01003704,Redbridge,10.8331,1109,85,321,118,48,572,66,5.1,19.1,7,2.9,34,1260,421,75,25,597,69,89.6,10.4,834,3,135,77,156,51,4,309,112,49.6,0.2,8,4.6,9.3,3,0.2,18.4,6.7,Redbridge 006G,18.7,0.1,0.1,14.6,-0.3,0.1,23.9,26,250000,43840,35660,1681,365,323,378,383,232,1084
E01003705,Redbridge,10.4512,1217,82,698,156,39,975,55.5,3.7,31.8,7.1,1.8,44.5,1577,615,71.9,28.1,717,85,89.4,10.6,841,16,304,250,270,72,13,277,149,38.4,0.7,13.9,11.4,12.3,3.3,0.6,12.6,6.8,Redbridge 010A,14.3,0.1,0.1,13.2,-1.2,0.7,22.7,19.4,337000,46070,37380,2192,498,415,538,490,251,1443
E01003706,Redbridge,3.8223,862,71,510,112,39,732,54.1,4.5,32,7,2.4,45.9,1128,466,70.8,29.2,533,80,86.9,13.1,630,21,180,155,193,81,8,195,131,39.5,1.3,11.3,9.7,12.1,5.1,0.5,12.2,8.2,Redbridge 010B,16.3,0.2,0.1,12.4,-0.5,-0.4,23.2,16.6,292750,43910,35720,1594,389,278,318,332,277,928
E01003707,Redbridge,3.26508,619,39,491,145,41,716,46.4,2.9,36.8,10.9,3.1,53.6,935,400,70,30,414,55,88.3,11.7,502,18,196,120,207,83,7,125,77,37.6,1.3,14.7,9,15.5,6.2,0.5,9.4,5.8,Redbridge 008A,15.5,0.1,0.1,10.9,-1,0.4,20.4,22.2,355000,46170,37460,1335,269,249,233,385,199,867
E01003708,Redbridge,2.56803,781,80,326,231,58,695,52.9,5.4,22.1,15.7,3.9,47.1,1005,471,68.1,31.9,526,87,85.8,14.2,691,12,106,72,267,35,1,204,88,46.8,0.8,7.2,4.9,18.1,2.4,0.1,13.8,6,Redbridge 008B,29,0.2,0.2,19.8,0,0.1,30.6,20.3,330000,40410,32930,1476,354,247,319,348,208,914
E01003709,Redbridge,3.22212,869,60,524,126,48,758,53.4,3.7,32.2,7.7,3,46.6,1152,475,70.8,29.2,500,70,87.7,12.3,661,13,209,144,284,60,5,160,91,40.6,0.8,12.8,8.9,17.5,3.7,0.3,9.8,5.6,Redbridge 008C,9.7,0.1,0,10.6,-1.1,0,19.5,20.9,339998,46680,37840,1627,335,271,296,426,299,993
E01003710,Redbridge,3.59441,642,44,692,90,47,873,42.4,2.9,45.7,5.9,3.1,57.6,1055,460,69.6,30.4,467,40,92.1,7.9,468,4,256,183,217,216,6,84,81,30.9,0.3,16.9,12.1,14.3,14.3,0.4,5.5,5.3,Redbridge 008D,10.9,0.1,0.1,12.6,-0.8,0.2,19.4,16.8,365000,45470,36930,1515,273,315,227,458,242,1000
E01003711,Redbridge,7.56211,969,69,576,114,84,843,53.5,3.8,31.8,6.3,4.6,46.5,1274,538,70.3,29.7,591,71,89.3,10.7,801,15,189,143,272,111,9,150,122,44.2,0.8,10.4,7.9,15,6.1,0.5,8.3,6.7,Redbridge 010C,16.9,0.1,0.1,9.3,-0.3,0.5,26.8,22.1,372500,45200,36710,1812,345,319,383,404,361,1106
E01003712,Redbridge,3.41703,689,74,382,184,30,670,50.7,5.4,28.1,13.5,2.2,49.3,968,391,71.2,28.8,464,72,86.6,13.4,569,10,86,88,304,25,7,181,89,41.9,0.7,6.3,6.5,22.4,1.8,0.5,13.3,6.5,Redbridge 010D,39.9,0.3,0.2,19,0.4,0.1,39.9,18.3,211000,39720,32370,1359,319,262,284,313,181,859
E01003713,Redbridge,10.8117,343,53,1067,209,72,1401,19.7,3,61.2,12,4.1,80.3,877,867,50.3,49.7,367,114,76.3,23.7,454,5,216,4,628,268,17,63,89,26,0.3,12.4,0.2,36,15.4,1,3.6,5.1,Redbridge 034A,17.3,0.1,0.1,12.9,-0.7,0,26.8,23.7,375000,43660,35520,1744,412,435,371,352,174,1158
E01003714,Redbridge,13.1831,385,69,1348,260,106,1783,17.8,3.2,62.2,12,4.9,82.2,1078,1090,49.7,50.3,465,177,72.4,27.6,496,7,343,2,804,243,7,120,146,22.9,0.3,15.8,0.1,37.1,11.2,0.3,5.5,6.7,Redbridge 034B,19.1,0.1,0.1,12.2,-0.5,0.3,26.3,31.5,272500,41450,33770,2168,592,476,506,404,190,1386
E01003715,Redbridge,11.374,359,85,1259,184,101,1629,18.1,4.3,63.3,9.3,5.1,81.9,1035,953,52.1,47.9,432,132,76.6,23.4,438,9,184,7,901,261,3,112,73,22,0.5,9.3,0.4,45.3,13.1,0.2,5.6,3.7,Redbridge 034C,19.5,0.1,0.1,14.4,-0.9,0.6,29.4,27.6,340000,42140,34320,1988,463,532,429,411,153,1372
E01003716,Redbridge,7.22206,495,62,940,160,55,1217,28.9,3.6,54.9,9.3,3.2,71.1,1029,683,60.1,39.9,427,94,82,18,489,17,135,11,526,319,13,114,88,28.6,1,7.9,0.6,30.7,18.6,0.8,6.7,5.1,Redbridge 034D,22.2,0.1,0.1,12.2,-0.3,1.1,24.9,29.6,357500,43410,35330,1712,404,359,379,424,146,1162
E01003718,Redbridge,12.6756,427,51,1062,211,96,1420,23.1,2.8,57.5,11.4,5.2,76.9,929,918,50.3,49.7,457,173,72.5,27.5,524,2,369,8,516,239,8,94,87,28.4,0.1,20,0.4,27.9,12.9,0.4,5.1,4.7,Redbridge 034E,18.7,0.1,0.1,11.1,-0.7,0.5,29.2,30.5,162975,42740,34800,1847,479,409,523,328,108,1260
E01003719,Redbridge,9.40997,448,76,1181,187,66,1510,22.9,3.9,60.3,9.6,3.4,77.1,1005,953,51.3,48.7,468,165,73.9,26.1,604,24,197,12,631,299,7,96,88,30.8,1.2,10.1,0.6,32.2,15.3,0.4,4.9,4.5,Redbridge 034F,23.3,0.2,0.1,12.2,-0.6,1.2,27.9,28.9,367500,43470,35370,1958,413,500,427,430,188,1357
E01003720,Redbridge,4.5279,1299,69,233,168,8,478,73.1,3.9,13.1,9.5,0.5,26.9,1372,405,77.2,22.8,758,63,92.3,7.7,1029,18,60,75,120,17,1,334,123,57.9,1,3.4,4.2,6.8,1,0.1,18.8,6.9,Redbridge 002A,30.7,0.2,0.1,30.7,0.4,0.1,28.4,25.1,240000,37820,30790,1777,339,291,350,447,350,1088
E01003721,Redbridge,9.19717,990,91,353,186,39,669,59.7,5.5,21.3,11.2,2.4,40.3,1229,430,74.1,25.9,539,65,89.2,10.8,851,8,143,67,196,13,10,234,137,51.3,0.5,8.6,4,11.8,0.8,0.6,14.1,8.3,Redbridge 003A,19.5,0.1,0.1,20.4,-0.3,0.4,31.7,16.8,250000,43390,35310,1659,374,288,352,366,279,1006
E01003722,Redbridge,4.71604,1270,88,219,170,25,502,71.7,5,12.4,9.6,1.4,28.3,1357,415,76.6,23.4,618,72,89.6,10.4,1037,4,39,59,180,12,4,321,116,58.5,0.2,2.2,3.3,10.2,0.7,0.2,18.1,6.5,Redbridge 002B,24.5,0.2,0.1,25.4,-0.3,0.4,30.8,14.7,256000,38880,31670,1772,395,332,401,398,246,1131
E01003723,Redbridge,4.89036,1254,107,197,163,21,488,72,6.1,11.3,9.4,1.2,28,1399,343,80.3,19.7,640,64,90.9,9.1,1048,2,46,41,120,36,3,342,104,60.2,0.1,2.6,2.4,6.9,2.1,0.2,19.6,6,Redbridge 002C,28.1,0.2,0.1,30.9,-0.4,0.7,28.3,24.8,225000,38810,31610,1742,414,277,417,386,248,1080
E01003724,Redbridge,4.50582,935,73,256,91,26,446,67.7,5.3,18.5,6.6,1.9,32.3,1085,296,78.6,21.4,464,47,90.8,9.2,709,12,49,65,181,30,1,236,98,51.3,0.9,3.5,4.7,13.1,2.2,0.1,17.1,7.1,Redbridge 003B,18.2,0.1,0.1,18.4,-0.6,0.4,32.6,17.5,287500,44450,36140,1381,330,242,301,344,164,887
E01003725,Redbridge,5.86856,1088,86,153,151,20,410,72.6,5.7,10.2,10.1,1.3,27.4,1168,330,78,22,587,63,90.3,9.7,800,13,31,94,98,24,3,314,121,53.4,0.9,2.1,6.3,6.5,1.6,0.2,21,8.1,Redbridge 003C,26.2,0.2,0.1,27.9,-0.3,0.5,27.3,16.8,250000,40970,33390,1498,370,257,396,317,158,970
